지역,측정소명,날짜,아황산가스 농도
춘천시,중앙로,2017-07-01,0.001
춘천시,석사동,2017-07-01,0.001
원주시,중앙동,2017-07-01,0.002
원주시,반곡동,2017-07-01,0.002
강릉시,옥천동,2017-07-01,0.001
동해시,천곡동,2017-07-01,0.002
삼척시,남양동,2017-07-01,0.001
춘천시,중앙로,2017-07-02,0.001
춘천시,석사동,2017-07-02,0.001
원주시,중앙동,2017-07-02,0.001
원주시,반곡동,2017-07-02,0.001
강릉시,옥천동,2017-07-02,0.001
동해시,천곡동,2017-07-02,0.002
삼척시,남양동,2017-07-02,0.001
춘천시,중앙로,2017-07-03,0.001
춘천시,석사동,2017-07-03,0.001
원주시,중앙동,2017-07-03,0.001
원주시,반곡동,2017-07-03,0.001
강릉시,옥천동,2017-07-03,0.001
동해시,천곡동,2017-07-03,0.002
삼척시,남양동,2017-07-03,0.001
춘천시,중앙로,2017-07-04,0.001
춘천시,석사동,2017-07-04,0.002
원주시,중앙동,2017-07-04,0.001
원주시,반곡동,2017-07-04,0.001
강릉시,옥천동,2017-07-04,0.002
동해시,천곡동,2017-07-04,0.002
삼척시,남양동,2017-07-04,0.001
춘천시,중앙로,2017-07-05,0.001
춘천시,석사동,2017-07-05,0.002
원주시,중앙동,2017-07-05,0.002
원주시,반곡동,2017-07-05,0.002
강릉시,옥천동,2017-07-05,0.002
동해시,천곡동,2017-07-05,0.002
삼척시,남양동,2017-07-05,0.001
춘천시,중앙로,2017-07-06,0.001
춘천시,석사동,2017-07-06,0.002
원주시,중앙동,2017-07-06,0.001
원주시,반곡동,2017-07-06,0.001
강릉시,옥천동,2017-07-06,0.002
동해시,천곡동,2017-07-06,0.002
삼척시,남양동,2017-07-06,0.001
춘천시,중앙로,2017-07-07,0.001
춘천시,석사동,2017-07-07,0.002
원주시,중앙동,2017-07-07,0.001
원주시,반곡동,2017-07-07,0.001
강릉시,옥천동,2017-07-07,0.001
동해시,천곡동,2017-07-07,0.002
삼척시,남양동,2017-07-07,0.001
춘천시,중앙로,2017-07-08,0.001
춘천시,석사동,2017-07-08,0.002
원주시,중앙동,2017-07-08,0.001
원주시,반곡동,2017-07-08,0.001
강릉시,옥천동,2017-07-08,0.001
동해시,천곡동,2017-07-08,0.001
삼척시,남양동,2017-07-08,0.001
춘천시,중앙로,2017-07-09,0.001
춘천시,석사동,2017-07-09,0.002
원주시,중앙동,2017-07-09,0.001
원주시,반곡동,2017-07-09,0.001
강릉시,옥천동,2017-07-09,0.001
동해시,천곡동,2017-07-09,0.002
삼척시,남양동,2017-07-09,0.001
춘천시,중앙로,2017-07-10,0.001
춘천시,석사동,2017-07-10,0.002
