지역,측정소명,날짜,일산화탄소 농도
춘천시,중앙로,2018-06-01,0.3
춘천시,석사동,2018-06-01,0.4
원주시,중앙동,2018-06-01,0.3
원주시,반곡동,2018-06-01,0.2
강릉시,옥천동,2018-06-01,0.3
동해시,천곡동,2018-06-01,0.4
삼척시,남양동,2018-06-01,0.2
평창군,평창읍,2018-06-01,0.3
춘천시,중앙로,2018-06-02,0.3
춘천시,석사동,2018-06-02,0.4
원주시,중앙동,2018-06-02,0.3
원주시,반곡동,2018-06-02,0.2
강릉시,옥천동,2018-06-02,0.3
동해시,천곡동,2018-06-02,0.4
삼척시,남양동,2018-06-02,0.3
평창군,평창읍,2018-06-02,0.4
춘천시,중앙로,2018-06-03,0.2
춘천시,석사동,2018-06-03,0.3
원주시,중앙동,2018-06-03,0.2
원주시,반곡동,2018-06-03,0.2
강릉시,옥천동,2018-06-03,0.3
동해시,천곡동,2018-06-03,0.3
삼척시,남양동,2018-06-03,0.3
평창군,평창읍,2018-06-03,0.3
춘천시,중앙로,2018-06-04,0.3
춘천시,석사동,2018-06-04,0.4
원주시,중앙동,2018-06-04,0.3
원주시,반곡동,2018-06-04,0.2
강릉시,옥천동,2018-06-04,0.3
동해시,천곡동,2018-06-04,0.4
삼척시,남양동,2018-06-04,0.3
평창군,평창읍,2018-06-04,0.3
춘천시,중앙로,2018-06-05,0.3
춘천시,석사동,2018-06-05,0.4
원주시,중앙동,2018-06-05,0.2
원주시,반곡동,2018-06-05,0.1
강릉시,옥천동,2018-06-05,0.3
동해시,천곡동,2018-06-05,0.3
삼척시,남양동,2018-06-05,0.2
평창군,평창읍,2018-06-05,0.3
춘천시,중앙로,2018-06-06,0.3
춘천시,석사동,2018-06-06,0.5
원주시,중앙동,2018-06-06,0.2
원주시,반곡동,2018-06-06,0.1
강릉시,옥천동,2018-06-06,0.4
동해시,천곡동,2018-06-06,0.4
삼척시,남양동,2018-06-06,0.3
평창군,평창읍,2018-06-06,0.3
춘천시,중앙로,2018-06-07,0.3
춘천시,석사동,2018-06-07,0.5
원주시,중앙동,2018-06-07,0.3
원주시,반곡동,2018-06-07,0.2
강릉시,옥천동,2018-06-07,0.4
동해시,천곡동,2018-06-07,0.4
삼척시,남양동,2018-06-07,0.4
평창군,평창읍,2018-06-07,0.3
춘천시,중앙로,2018-06-08,0.3
춘천시,석사동,2018-06-08,0.4
원주시,중앙동,2018-06-08,0.2
원주시,반곡동,2018-06-08,0.1
강릉시,옥천동,2018-06-08,0.3
동해시,천곡동,2018-06-08,0.4
삼척시,남양동,2018-06-08,0.3
평창군,평창읍,2018-06-08,0.3
춘천시,중앙로,2018-06-09,0.2
춘천시,석사동,2018-06-09,0.4
원주시,중앙동,2018-06-09,0.2
원주시,반곡동,2018-06-09,0.1
강릉시,옥천동,2018-06-09,0.2
동해시,천곡동,2018-06-09,0.2
삼척시,남양동,2018-06-09,0.2
평창군,평창읍,2018-06-09,0.2
춘천시,중앙로,2018-06-10,0.2
춘천시,석사동,2018-06-10,0.3
원주시,중앙동,2018-06-10,0.1
원주시,반곡동,2018-06-10,0.1
강릉시,옥천동,2018-06-10,0.2
동해시,천곡동,2018-06-10,0.1
삼척시,남양동,2018-06-10,0.2
평창군,평창읍,2018-06-10,0.2
춘천시,중앙로,2018-06-11,0.3
춘천시,석사동,2018-06-11,0.3
원주시,중앙동,2018-06-11,0.1
원주시,반곡동,2018-06-11,0.2
강릉시,옥천동,2018-06-11,0.2
동해시,천곡동,2018-06-11,0.1
삼척시,남양동,2018-06-11,0.2
평창군,평창읍,2018-06-11,0.2
춘천시,중앙로,2018-06-12,0.2
춘천시,석사동,2018-06-12,0.3
원주시,중앙동,2018-06-12,0.2
원주시,반곡동,2018-06-12,0.2
강릉시,옥천동,2018-06-12,0.2
동해시,천곡동,2018-06-12,1.0
삼척시,남양동,2018-06-12,1.1
평창군,평창읍,2018-06-12,0.2
춘천시,중앙로,2018-06-13,0.2
춘천시,석사동,2018-06-13,0.4
원주시,중앙동,2018-06-13,0.2
원주시,반곡동,2018-06-13,0.3
강릉시,옥천동,2018-06-13,0.2
동해시,천곡동,2018-06-13,0.2
삼척시,남양동,2018-06-13,0.2
평창군,평창읍,2018-06-13,0.3
춘천시,중앙로,2018-06-14,0.3
춘천시,석사동,2018-06-14,0.4
원주시,중앙동,2018-06-14,0.2
원주시,반곡동,2018-06-14,0.3
강릉시,옥천동,2018-06-14,0.2
동해시,천곡동,2018-06-14,0.1
삼척시,남양동,2018-06-14,0.2
평창군,평창읍,2018-06-14,0.2
춘천시,중앙로,2018-06-15,0.3
춘천시,석사동,2018-06-15,0.3
원주시,중앙동,2018-06-15,0.1
원주시,반곡동,2018-06-15,0.2
강릉시,옥천동,2018-06-15,0.2
동해시,천곡동,2018-06-15,0.1
삼척시,남양동,2018-06-15,0.1
평창군,평창읍,2018-06-15,0.2
춘천시,중앙로,2018-06-16,0.2
춘천시,석사동,2018-06-16,0.3
원주시,중앙동,2018-06-16,0.2
원주시,반곡동,2018-06-16,0.2
강릉시,옥천동,2018-06-16,0.2
동해시,천곡동,2018-06-16,0.1
삼척시,남양동,2018-06-16,0.1
평창군,평창읍,2018-06-16,0.3
춘천시,중앙로,2018-06-17,0.2
춘천시,석사동,2018-06-17,0.4
원주시,중앙동,2018-06-17,0.2
원주시,반곡동,2018-06-17,0.2
강릉시,옥천동,2018-06-17,0.4
동해시,천곡동,2018-06-17,0.5
삼척시,남양동,2018-06-17,0.4
평창군,평창읍,2018-06-17,0.4
춘천시,중앙로,2018-06-18,0.3
춘천시,석사동,2018-06-18,0.5
원주시,중앙동,2018-06-18,0.2
원주시,반곡동,2018-06-18,0.3
강릉시,옥천동,2018-06-18,0.3
동해시,천곡동,2018-06-18,0.5
삼척시,남양동,2018-06-18,0.4
평창군,평창읍,2018-06-18,0.3
춘천시,중앙로,2018-06-19,0.4
춘천시,석사동,2018-06-19,0.5
원주시,중앙동,2018-06-19,0.2
원주시,반곡동,2018-06-19,0.3
강릉시,옥천동,2018-06-19,0.4
동해시,천곡동,2018-06-19,0.5
삼척시,남양동,2018-06-19,0.4
평창군,평창읍,2018-06-19,0.3
춘천시,중앙로,2018-06-20,0.3
춘천시,석사동,2018-06-20,0.4
원주시,중앙동,2018-06-20,0.2
원주시,반곡동,2018-06-20,0.2
강릉시,옥천동,2018-06-20,0.3
동해시,천곡동,2018-06-20,0.3
삼척시,남양동,2018-06-20,0.3
평창군,평창읍,2018-06-20,0.3
춘천시,중앙로,2018-06-21,0.3
춘천시,석사동,2018-06-21,0.4
원주시,중앙동,2018-06-21,0.2
원주시,반곡동,2018-06-21,0.2
강릉시,옥천동,2018-06-21,0.2
동해시,천곡동,2018-06-21,0.3
삼척시,남양동,2018-06-21,0.2
평창군,평창읍,2018-06-21,0.2
춘천시,중앙로,2018-06-22,0.3
춘천시,석사동,2018-06-22,0.4
원주시,중앙동,2018-06-22,0.2
원주시,반곡동,2018-06-22,0.3
강릉시,옥천동,2018-06-22,0.2
동해시,천곡동,2018-06-22,0.5
삼척시,남양동,2018-06-22,0.2
평창군,평창읍,2018-06-22,0.3
춘천시,중앙로,2018-06-23,0.3
